assembly_id	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree	GTDB_accession	GTDB_domain	GTDB_phylum	GTDB_class	GTDB_order	GTDB_family	GTDB_genus	GTDB_species
GCA_002724675.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002728255.1	1898112	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002728755.1	2026763	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002746255.1	1898112	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002746535.1	2026780	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002748425.1	2044937	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002748965.1	2044594	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002771215.1	1974724	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002772895.1	2014326	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002774085.1	1974884	9	9	56.25	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002774225.1	1975087	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002779155.1	1974489	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002779395.1	1974045	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002779825.1	1973915	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002780305.1	1974880	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002781445.1	1974070	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002783265.1	1974580	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002784465.1	1974872	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002784945.1	2014248	14	14	87.50	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002785185.1	1974735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002785205.1	1974734	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002785215.1	1974574	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002785325.1	2014279	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002785465.1	1974543	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002787095.1	1974750	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002787535.1	1973974	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002789815.1	1974508	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002789985.1	1973968	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002790275.1	2014281	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002791575.1	1974120	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002792135.1	2014297	13	13	81.25	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002792575.1	1975563	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002792735.1	1975562	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002793495.1	1973896	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002796305.1	1973976	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002796345.1	1973973	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002839445.1	2013829	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002841595.1	2013773	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002841695.1	2013763	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002843005.1	2013648	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002868855.1	2026725	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002869015.1	2026735	11	11	68.75	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002869225.1	2053465	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002897795.1	2005735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002898095.1	2005713	7	7	43.75	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002898195.1	2005727	11	11	68.75	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002898535.1	2035406	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002898955.1	2035434	11	11	68.75	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002923295.1	2035404	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002937705.1	2013094	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003019595.1	1978156	15	15	93.75	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003022365.1	1919228	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003023625.1	28034	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003050525.1	1484	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003131635.1	2052142	13	13	81.25	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003134755.1	2900548	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003138485.1	2026801	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003141835.1	2035772	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003142155.1	2052330	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003153125.1	2052315	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003154425.1	2026749	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003155855.1	2026739	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003157775.1	2026763	13	13	81.25	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003163255.1	2052330	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003167115.1	2006848	9	9	56.25	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003168175.1	2026735	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003168615.1	2026799	12	12	75.00	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003170555.1	2026735	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003171215.1	2026742	14	14	87.50	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003222275.1	1978231	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003223995.1	1978231	10	10	62.50	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003225295.1	1978231	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003228115.1	2026724	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003229375.1	2026887	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003230535.1	1869227	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003230545.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003230635.1	1869227	8	8	50.00	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003230795.1	1869227	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003233075.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003235715.1	2026887	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003241475.1	349221	12	12	75.00	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003242675.1	1879010	14	13	87.50	6.25	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003244175.1	2026724	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003252225.1	2202731	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003260325.1	1912928	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003281645.1	2162150	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003332345.1	2026721	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003353785.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003354005.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003445475.1	2052179	10	10	62.50	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003449495.1	2060924	13	12	81.25	6.25	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003451115.1	59823	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003454415.1	1913988	8	8	50.00	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003476045.1	2026735	11	11	68.75	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003477185.1	2053569	11	11	68.75	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003484385.1	2052139	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003485015.1	1869227	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003485165.1	1898112	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003485365.1	2052148	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003485605.1	2052178	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003485715.1	1913989	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003486825.1	2044940	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003488345.1	2053640	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003490035.1	2026735	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003497555.1	2053615	14	13	87.50	6.25	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003498085.1	1869227	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003503495.1	2026785	11	11	68.75	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003504095.1	2060920	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003508865.1	2053540	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003517845.1	1898207	6	6	37.50	0.00	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003519425.1	2053562	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003521695.1	2053559	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003528305.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003534415.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003534775.1	2053559	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003535395.1	1898207	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003537615.1	2053573	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003541445.1	1898207	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003550445.1	2093795	12	12	75.00	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003553655.1	2093811	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003554345.1	2107588	12	12	75.00	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003554705.1	2052185	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003554945.1	1869227	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003556305.1	2099684	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003558125.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003558145.1	2030800	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003558235.1	2026736	15	15	93.75	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003558855.1	2093811	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003559755.1	2026780	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003561665.1	1906666	12	12	75.00	0.00	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003561965.1	2056642	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003562655.1	2044939	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003562815.1	2049432	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003563855.1	2056642	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003563915.1	2093808	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003566215.1	2099690	1	1	6.25	0.00	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003566815.1	2052147	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003567575.1	2056642	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003568415.1	2049428	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003576705.1	2268458	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003577105.1	1978231	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003577445.1	1978231	7	7	43.75	0.00	5	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003598065.1	2026763	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003598085.1	2093360	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003599235.1	2900548	1	1	6.25	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003599335.1	2762014	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003599365.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003599485.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003599745.1	2026734	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003599855.1	2093372	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003641465.1	2026799	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003641545.1	28240	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003641795.1	2053689	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003644265.1	2026780	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003644275.1	2026780	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003644325.1	2026780	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003644715.1	2053570	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003644825.1	2172550	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003645085.1	1869227	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003645455.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003645645.1	2202144	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003645735.1	2026781	11	11	68.75	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003645745.1	2035772	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003645805.1	2035772	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003646705.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003646715.1	2026735	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003647095.1	2026735	12	12	75.00	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003647745.1	2250272	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003647755.1	2250272	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003649155.1	2250257	12	12	75.00	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003649695.1	1906666	15	15	93.75	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003649915.1	1906666	3	3	18.75	0.00	3	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003650255.1	2052147	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003650285.1	2052147	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003650905.1	2250277	8	8	50.00	0.00	5	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003650975.1	1906666	12	12	75.00	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003651045.1	1906666	11	11	68.75	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003660555.1	2250254	14	14	87.50	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003661365.1	2056630	12	12	75.00	0.00	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003661605.2	1906665	14	13	87.50	6.25	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003662305.1	2026714	15	14	93.75	6.25	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003663295.1	2093792	12	12	75.00	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003663585.1	1906666	12	12	75.00	0.00	5	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003694425.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003694635.1	2026780	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003694875.1	2026780	14	13	87.50	6.25	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003695505.1	2080303	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003695705.1	2026780	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003695825.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003696125.1	2026769	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003696465.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003696505.1	2026735	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003696645.1	1913989	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003696835.1	1898104	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003697105.1	2026742	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003864455.1	2218524	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003978555.1	2060922	9	8	56.25	6.25	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004212035.1	2099682	15	14	93.75	6.25	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004293915.1	1898104	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004295055.1	1913988	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004297765.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004298615.1	2052139	13	13	81.25	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004356015.1	1978231	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004356335.1	1913988	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004356505.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004356555.1	2080303	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004357005.1	1913989	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004357015.1	1962856	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004357505.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004366965.1	1506	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004367365.1	2904140	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004374725.1	2052139	14	13	87.50	6.25	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004375785.1	2030808	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004376375.1	2026780	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004376575.1	2250710	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004377355.1	2528828	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004377365.1	2073117	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004402915.1	2552983	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004525935.1	2448604	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004796385.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_004963395.1	1871066	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005110385.1	2052166	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005239795.1	2053591	10	10	62.50	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005239895.1	1869227	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005776585.1	1977087	8	8	50.00	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005777235.1	1977087	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005777805.1	1977087	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005788935.1	1977087	1	1	6.25	0.00	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005789425.1	2900548	4	4	25.00	0.00	3	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005805375.1	2900548	7	7	43.75	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005878615.1	2026739	13	13	81.25	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005879095.1	2026735	6	6	37.50	0.00	4	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005882525.1	2026724	13	13	81.25	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005883885.1	2900548	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005884515.1	2900548	12	12	75.00	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005887685.1	2026724	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005888095.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005888425.1	1913988	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005889295.1	2026724	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005893165.1	2212470	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_006844605.1	1909294	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_006954445.1	1406512	15	15	93.75	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007116075.1	2053615	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007116105.1	2315156	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007124775.1	2212473	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007125875.1	2212473	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007127155.1	2026763	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007127275.1	2026780	10	10	62.50	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
